duration,protocol_type,service,flag,src_bytes,dst_bytes,land,wrong_fragment,urgent,hot,num_failed_logins,logged_in,num_compromised,root_shell,su_attempted,num_root,num_file_creations,num_shells,num_access_files,num_outbound_cmds,is_host_login,is_guest_login,count,srv_count,serror_rate,srv_serror_rate,rerror_rate,srv_rerror_rate,same_srv_rate,diff_srv_rate,srv_diff_host_rate,dst_host_count,dst_host_srv_count,dst_host_same_srv_rate,dst_host_diff_srv_rate,dst_host_same_src_port_rate,dst_host_srv_diff_host_rate,dst_host_serror_rate,dst_host_srv_serror_rate,dst_host_rerror_rate,dst_host_srv_rerror_rate,types
(-inf-1245.4),tcp,http,SF,(-inf-1972.1),(-inf-27173.3),0,All,All,(-inf-3),All,1,(-inf-0.2),(-inf-0.1),All,(-inf-0.2),All,All,(-inf-0.2),All,0,0,(-inf-52),(-inf-52),(-inf-0.1),(-inf-0.1),(-inf-0.1),(-inf-0.1),(0.531-inf),(-inf-0.1),(-inf-0.1),(51.8-77.2),(178.8-204.2),(0.9-inf),(-inf-0.1),(-inf-0.1),(-inf-0.1),(-inf-0.1),(-inf-0.094),(-inf-0.1),(-inf-0.1),normal
(-inf-1245.4),tcp,http,SF,(-inf-1972.1),(-inf-27173.3),0,All,All,(-inf-3),All,1,(-inf-0.2),(-inf-0.1),All,(-inf-0.2),All,All,(-inf-0.2),All,0,0,(-inf-52),(-inf-52),(-inf-0.1),(-inf-0.1),(-inf-0.1),(-inf-0.1),(0.531-inf),(-inf-0.1),(-inf-0.1),(51.8-77.2),(204.2-229.6),(0.9-inf),(-inf-0.1),(-inf-0.1),(-inf-0.1),(-inf-0.1),(-inf-0.094),(-inf-0.1),(-inf-0.1),normal
(-inf-1245.4),tcp,http,SF,(-inf-1972.1),(-inf-27173.3),0,All,All,(-inf-3),All,1,(-inf-0.2),(-inf-0.1),All,(-inf-0.2),All,All,(-inf-0.2),All,0,0,(-inf-52),(-inf-52),(-inf-0.1),(-inf-0.1),(-inf-0.1),(-inf-0.1),(0.531-inf),(-inf-0.1),(-inf-0.1),(77.2-102.6),(204.2-229.6),(0.9-inf),(-inf-0.1),(-inf-0.1),(-inf-0.1),(-inf-0.1),(-inf-0.094),(-inf-0.1),(-inf-0.1),normal
(-inf-1245.4),tcp,http,SF,(-inf-1972.1),(-inf-27173.3),0,All,All,(-inf-3),All,1,(-inf-0.2),(-inf-0.1),All,(-inf-0.2),All,All,(-inf-0.2),All,0,0,(-inf-52),(-inf-52),(-inf-0.1),(-inf-0.1),(-inf-0.1),(-inf-0.1),(0.531-inf),(-inf-0.1),(-inf-0.1),(77.2-102.6),(204.2-229.6),(0.9-inf),(-inf-0.1),(-inf-0.1),(-inf-0.1),(-inf-0.1),(-inf-0.094),(-inf-0.1),(-inf-0.1),normal
(-inf-1245.4),tcp,http,SF,(-inf-1972.1),(-inf-27173.3),0,All,All,(-inf-3),All,1,(-inf-0.2),(-inf-0.1),All,(-inf-0.2),All,All,(-inf-0.2),All,0,0,(-inf-52),(-inf-52),(-inf-0.1),(-inf-0.1),(-inf-0.1),(-inf-0.1),(0.531-inf),(-inf-0.1),(-inf-0.1),(-inf-26.4),(229.6-inf),(0.9-inf),(-inf-0.1),(0.3-0.4),(-inf-0.1),(-inf-0.1),(-inf-0.094),(-inf-0.1),(-inf-0.1),normal
(-inf-1245.4),tcp,http,SF,(-inf-1972.1),(-inf-27173.3),0,All,All,(-inf-3),All,1,(-inf-0.2),(-inf-0.1),All,(-inf-0.2),All,All,(-inf-0.2),All,0,0,(-inf-52),(-inf-52),(-inf-0.1),(-inf-0.1),(-inf-0.1),(-inf-0.1),(0.531-inf),(-inf-0.1),(-inf-0.1),(-inf-26.4),(229.6-inf),(0.9-inf),(-inf-0.1),(-inf-0.1),(-inf-0.1),(-inf-0.1),(-inf-0.094),(-inf-0.1),(-inf-0.1),normal
(-inf-1245.4),tcp,http,SF,(-inf-1972.1),(-inf-27173.3),0,All,All,(-inf-3),All,1,(-inf-0.2),(-inf-0.1),All,(-inf-0.2),All,All,(-inf-0.2),All,0,0,(-inf-52),(-inf-52),(-inf-0.1),(-inf-0.1),(-inf-0.1),(-inf-0.1),(0.531-inf),(-inf-0.1),(-inf-0.1),(-inf-26.4),(229.6-inf),(0.9-inf),(-inf-0.1),(-inf-0.1),(-inf-0.1),(-inf-0.1),(-inf-0.094),(-inf-0.1),(-inf-0.1),normal
(-inf-1245.4),tcp,http,SF,(-inf-1972.1),(-inf-27173.3),0,All,All,(-inf-3),All,1,(-inf-0.2),(-inf-0.1),All,(-inf-0.2),All,All,(-inf-0.2),All,0,0,(-inf-52),(-inf-52),(-inf-0.1),(-inf-0.1),(-inf-0.1),(-inf-0.1),(0.531-inf),(-inf-0.1),(-inf-0.1),(-inf-26.4),(229.6-inf),(0.9-inf),(-inf-0.1),(0.1-0.2),(-inf-0.1),(-inf-0.1),(-inf-0.094),(-inf-0.1),(-inf-0.1),normal
(-inf-1245.4),tcp,http,SF,(-inf-1972.1),(-inf-27173.3),0,All,All,(-inf-3),All,1,(-inf-0.2),(-inf-0.1),All,(-inf-0.2),All,All,(-inf-0.2),All,0,0,(-inf-52),(-inf-52),(-inf-0.1),(-inf-0.1),(-inf-0.1),(-inf-0.1),(0.531-inf),(-inf-0.1),(-inf-0.1),(-inf-26.4),(229.6-inf),(0.9-inf),(-inf-0.1),(0.9-inf),(-inf-0.1),(-inf-0.1),(-inf-0.094),(-inf-0.1),(-inf-0.1),normal
(-inf-1245.4),tcp,http,SF,(-inf-1972.1),(-inf-27173.3),0,All,All,(-inf-3),All,1,(-inf-0.2),(-inf-0.1),All,(-inf-0.2),All,All,(-inf-0.2),All,0,0,(-inf-52),(-inf-52),(-inf-0.1),(-inf-0.1),(-inf-0.1),(-inf-0.1),(0.531-inf),(-inf-0.1),(-inf-0.1),(-inf-26.4),(229.6-inf),(0.9-inf),(-inf-0.1),(-inf-0.1),(-inf-0.1),(-inf-0.1),(-inf-0.094),(-inf-0.1),(-inf-0.1),normal
(-inf-1245.4),tcp,http,SF,(-inf-1972.1),(-inf-27173.3),0,All,All,(-inf-3),All,1,(-inf-0.2),(-inf-0.1),All,(-inf-0.2),All,All,(-inf-0.2),All,0,0,(-inf-52),(-inf-52),(-inf-0.1),(-inf-0.1),(-inf-0.1),(-inf-0.1),(0.531-inf),(-inf-0.1),(0.1-0.2),(-inf-26.4),(229.6-inf),(0.9-inf),(-inf-0.1),(-inf-0.1),(-inf-0.1),(-inf-0.1),(-inf-0.094),(-inf-0.1),(-inf-0.1),normal
(-inf-1245.4),tcp,http,SF,(-inf-1972.1),(-inf-27173.3),0,All,All,(-inf-3),All,1,(-inf-0.2),(-inf-0.1),All,(-inf-0.2),All,All,(-inf-0.2),All,0,0,(-inf-52),(-inf-52),(-inf-0.1),(-inf-0.1),(-inf-0.1),(-inf-0.1),(0.531-inf),(-inf-0.1),(-inf-0.1),(26.4-51.8),(229.6-inf),(0.9-inf),(-inf-0.1),(-inf-0.1),(-inf-0.1),(-inf-0.1),(-inf-0.094),(-inf-0.1),(-inf-0.1),normal
(-inf-1245.4),tcp,http,SF,(-inf-1972.1),(-inf-27173.3),0,All,All,(-inf-3),All,1,(-inf-0.2),(-inf-0.1),All,(-inf-0.2),All,All,(-inf-0.2),All,0,0,(-inf-52),(-inf-52),(-inf-0.1),(-inf-0.1),(-inf-0.1),(-inf-0.1),(0.531-inf),(-inf-0.1),(-inf-0.1),(26.4-51.8),(229.6-inf),(0.9-inf),(-inf-0.1),(-inf-0.1),(-inf-0.1),(-inf-0.1),(-inf-0.094),(-inf-0.1),(-inf-0.1),normal
(-inf-1245.4),tcp,http,SF,(-inf-1972.1),(-inf-27173.3),0,All,All,(-inf-3),All,1,(-inf-0.2),(-inf-0.1),All,(-inf-0.2),All,All,(-inf-0.2),All,0,0,(-inf-52),(-inf-52),(-inf-0.1),(-inf-0.1),(-inf-0.1),(-inf-0.1),(0.531-inf),(-inf-0.1),(0.1-0.2),(-inf-26.4),(229.6-inf),(0.9-inf),(-inf-0.1),(0.4-0.5),(-inf-0.1),(-inf-0.1),(-inf-0.094),(-inf-0.1),(-inf-0.1),normal
(-inf-1245.4),tcp,http,SF,(-inf-1972.1),(-inf-27173.3),0,All,All,(-inf-3),All,1,(-inf-0.2),(-inf-0.1),All,(-inf-0.2),All,All,(-inf-0.2),All,0,0,(-inf-52),(-inf-52),(-inf-0.1),(-inf-0.1),(-inf-0.1),(-inf-0.1),(0.531-inf),(-inf-0.1),(0.1-0.2),(-inf-26.4),(229.6-inf),(0.9-inf),(-inf-0.1),(-inf-0.1),(-inf-0.1),(-inf-0.1),(-inf-0.094),(-inf-0.1),(-inf-0.1),normal
(-inf-1245.4),tcp,http,SF,(-inf-1972.1),(-inf-27173.3),0,All,All,(-inf-3),All,1,(-inf-0.2),(-inf-0.1),All,(-inf-0.2),All,All,(-inf-0.2),All,0,0,(-inf-52),(-inf-52),(-inf-0.1),(-inf-0.1),(-inf-0.1),(-inf-0.1),(0.531-inf),(-inf-0.1),(-inf-0.1),(-inf-26.4),(229.6-inf),(0.9-inf),(-inf-0.1),(-inf-0.1),(-inf-0.1),(-inf-0.1),(-inf-0.094),(-inf-0.1),(-inf-0.1),normal
(-inf-1245.4),tcp,http,SF,(-inf-1972.1),(-inf-27173.3),0,All,All,(-inf-3),All,1,(-inf-0.2),(-inf-0.1),All,(-inf-0.2),All,All,(-inf-0.2),All,0,0,(-inf-52),(-inf-52),(-inf-0.1),(-inf-0.1),(-inf-0.1),(-inf-0.1),(0.531-inf),(-inf-0.1),(-inf-0.1),(26.4-51.8),(229.6-inf),(0.9-inf),(-inf-0.1),(-inf-0.1),(-inf-0.1),(-inf-0.1),(-inf-0.094),(-inf-0.1),(-inf-0.1),normal
(-inf-1245.4),tcp,http,SF,(-inf-1972.1),(-inf-27173.3),0,All,All,(-inf-3),All,1,(-inf-0.2),(-inf-0.1),All,(-inf-0.2),All,All,(-inf-0.2),All,0,0,(-inf-52),(-inf-52),(-inf-0.1),(-inf-0.1),(-inf-0.1),(-inf-0.1),(0.531-inf),(-inf-0.1),(-inf-0.1),(26.4-51.8),(229.6-inf),(0.9-inf),(-inf-0.1),(-inf-0.1),(-inf-0.1),(-inf-0.1),(-inf-0.094),(-inf-0.1),(-inf-0.1),normal
(-inf-1245.4),tcp,http,SF,(-inf-1972.1),(-inf-27173.3),0,All,All,(-inf-3),All,1,(-inf-0.2),(-inf-0.1),All,(-inf-0.2),All,All,(-inf-0.2),All,0,0,(-inf-52),(-inf-52),(-inf-0.1),(-inf-0.1),(-inf-0.1),(-inf-0.1),(0.531-inf),(-inf-0.1),(-inf-0.1),(51.8-77.2),(229.6-inf),(0.9-inf),(-inf-0.1),(-inf-0.1),(-inf-0.1),(-inf-0.1),(-inf-0.094),(-inf-0.1),(-inf-0.1),normal
(-inf-1245.4),tcp,http,SF,(-inf-1972.1),(-inf-27173.3),0,All,All,(-inf-3),All,1,(-inf-0.2),(-inf-0.1),All,(-inf-0.2),All,All,(-inf-0.2),All,0,0,(-inf-52),(-inf-52),(-inf-0.1),(-inf-0.1),(-inf-0.1),(-inf-0.1),(0.531-inf),(-inf-0.1),(-inf-0.1),(51.8-77.2),(229.6-inf),(0.9-inf),(-inf-0.1),(-inf-0.1),(-inf-0.1),(-inf-0.1),(-inf-0.094),(-inf-0.1),(-inf-0.1),normal
(-inf-1245.4),tcp,http,SF,(-inf-1972.1),(-inf-27173.3),0,All,All,(-inf-3),All,1,(-inf-0.2),(-inf-0.1),All,(-inf-0.2),All,All,(-inf-0.2),All,0,0,(-inf-52),(-inf-52),(-inf-0.1),(-inf-0.1),(-inf-0.1),(-inf-0.1),(0.531-inf),(-inf-0.1),(-inf-0.1),(51.8-77.2),(229.6-inf),(0.9-inf),(-inf-0.1),(-inf-0.1),(-inf-0.1),(-inf-0.1),(-inf-0.094),(-inf-0.1),(-inf-0.1),normal
(-inf-1245.4),tcp,http,SF,(-inf-1972.1),(-inf-27173.3),0,All,All,(-inf-3),All,1,(-inf-0.2),(-inf-0.1),All,(-inf-0.2),All,All,(-inf-0.2),All,0,0,(-inf-52),(-inf-52),(-inf-0.1),(-inf-0.1),(-inf-0.1),(-inf-0.1),(0.531-inf),(-inf-0.1),(-inf-0.1),(77.2-102.6),(229.6-inf),(0.9-inf),(-inf-0.1),(-inf-0.1),(-inf-0.1),(-inf-0.1),(-inf-0.094),(-inf-0.1),(-inf-0.1),normal
(-inf-1245.4),tcp,http,SF,(-inf-1972.1),(-inf-27173.3),0,All,All,(-inf-3),All,1,(-inf-0.2),(-inf-0.1),All,(-inf-0.2),All,All,(-inf-0.2),All,0,0,(-inf-52),(-inf-52),(-inf-0.1),(-inf-0.1),(-inf-0.1),(-inf-0.1),(0.531-inf),(-inf-0.1),(-inf-0.1),(-inf-26.4),(229.6-inf),(0.9-inf),(-inf-0.1),(-inf-0.1),(-inf-0.1),(-inf-0.1),(-inf-0.094),(-inf-0.1),(-inf-0.1),normal
(-inf-1245.4),tcp,http,SF,(-inf-1972.1),(-inf-27173.3),0,All,All,(-inf-3),All,1,(-inf-0.2),(-inf-0.1),All,(-inf-0.2),All,All,(-inf-0.2),All,0,0,(-inf-52),(-inf-52),(-inf-0.1),(-inf-0.1),(-inf-0.1),(-inf-0.1),(0.531-inf),(-inf-0.1),(0.2-0.3),(-inf-26.4),(229.6-inf),(0.9-inf),(-inf-0.1),(-inf-0.1),(-inf-0.1),(-inf-0.1),(-inf-0.094),(-inf-0.1),(-inf-0.1),normal
(-inf-1245.4),tcp,http,SF,(-inf-1972.1),(-inf-27173.3),0,All,All,(-inf-3),All,1,(-inf-0.2),(-inf-0.1),All,(-inf-0.2),All,All,(-inf-0.2),All,0,0,(-inf-52),(-inf-52),(-inf-0.1),(-inf-0.1),(-inf-0.1),(-inf-0.1),(0.531-inf),(-inf-0.1),(0.1-0.2),(26.4-51.8),(229.6-inf),(0.9-inf),(-inf-0.1),(-inf-0.1),(-inf-0.1),(-inf-0.1),(-inf-0.094),(-inf-0.1),(-inf-0.1),normal
(-inf-1245.4),tcp,http,SF,(-inf-1972.1),(-inf-27173.3),0,All,All,(-inf-3),All,1,(-inf-0.2),(-inf-0.1),All,(-inf-0.2),All,All,(-inf-0.2),All,0,0,(-inf-52),(-inf-52),(-inf-0.1),(-inf-0.1),(-inf-0.1),(-inf-0.1),(0.531-inf),(-inf-0.1),(-inf-0.1),(26.4-51.8),(229.6-inf),(0.9-inf),(-inf-0.1),(-inf-0.1),(-inf-0.1),(-inf-0.1),(-inf-0.094),(-inf-0.1),(-inf-0.1),normal
(-inf-1245.4),tcp,http,SF,(-inf-1972.1),(-inf-27173.3),0,All,All,(-inf-3),All,1,(-inf-0.2),(-inf-0.1),All,(-inf-0.2),All,All,(-inf-0.2),All,0,0,(-inf-52),(-inf-52),(-inf-0.1),(-inf-0.1),(-inf-0.1),(-inf-0.1),(0.531-inf),(-inf-0.1),(-inf-0.1),(-inf-26.4),(229.6-inf),(0.9-inf),(-inf-0.1),(0.3-0.4),(-inf-0.1),(-inf-0.1),(-inf-0.094),(-inf-0.1),(-inf-0.1),normal
(-inf-1245.4),tcp,http,SF,(-inf-1972.1),(-inf-27173.3),0,All,All,(-inf-3),All,1,(-inf-0.2),(-inf-0.1),All,(-inf-0.2),All,All,(-inf-0.2),All,0,0,(-inf-52),(-inf-52),(-inf-0.1),(-inf-0.1),(-inf-0.1),(-inf-0.1),(0.531-inf),(-inf-0.1),(-inf-0.1),(-inf-26.4),(229.6-inf),(0.9-inf),(-inf-0.1),(-inf-0.1),(-inf-0.1),(-inf-0.1),(-inf-0.094),(-inf-0.1),(-inf-0.1),normal
(-inf-1245.4),tcp,http,SF,(-inf-1972.1),(-inf-27173.3),0,All,All,(-inf-3),All,1,(-inf-0.2),(-inf-0.1),All,(-inf-0.2),All,All,(-inf-0.2),All,0,0,(-inf-52),(-inf-52),(-inf-0.1),(-inf-0.1),(-inf-0.1),(-inf-0.1),(0.531-inf),(-inf-0.1),(-inf-0.1),(-inf-26.4),(229.6-inf),(0.9-inf),(-inf-0.1),(-inf-0.1),(-inf-0.1),(-inf-0.1),(-inf-0.094),(-inf-0.1),(-inf-0.1),normal
(-inf-1245.4),tcp,http,SF,(-inf-1972.1),(-inf-27173.3),0,All,All,(-inf-3),All,1,(-inf-0.2),(-inf-0.1),All,(-inf-0.2),All,All,(-inf-0.2),All,0,0,(-inf-52),(-inf-52),(-inf-0.1),(-inf-0.1),(-inf-0.1),(-inf-0.1),(0.531-inf),(-inf-0.1),(-inf-0.1),(-inf-26.4),(229.6-inf),(0.9-inf),(-inf-0.1),(0.4-0.5),(-inf-0.1),(-inf-0.1),(-inf-0.094),(-inf-0.1),(-inf-0.1),normal
